ticker,trade_date,path,size_bytes,sha256
QQQ,20220801,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220801.parquet,13654,f7ef68de04a44c311e7998c795a074a13559d2cb97eef84a55150a7004e1ca1b
QQQ,20220802,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220802.parquet,13499,f6600a630acad70c21e58e76971f1dc82c15f140739eff48d0fec446ae63d56c
QQQ,20220803,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220803.parquet,13380,a54f783536f46f8313fd5a26b64013b1f5436003d58fcc541c8a650146aea123
QQQ,20220804,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220804.parquet,12721,fbccdf441d92e45ee8dca0325cf39c5986d0a059528de7f24f53c64805cdc3b8
QQQ,20220805,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220805.parquet,13203,a2f45048fe216575ac8ee85cccd6d117aedcacef62656ed869be5d76ac4d2092
QQQ,20220808,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220808.parquet,13931,214fff2e957582b38f8cca10cedbf53711ebe70eb5cc5f13a878e3ac6e36cf2a
QQQ,20220809,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220809.parquet,12293,3d309aaf000bf917f55a430231ef7747fea4d5337418d937cdd2b708ba654eb3
QQQ,20220810,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220810.parquet,12430,dc1d776528011957d87645184786d1e47d3493440cb22bd7f0467e6439772083
QQQ,20220811,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220811.parquet,13550,fd5bc5528c215bf73af46b4a224f3f3b169f65b25925c0c9924e2782b7f23093
QQQ,20220812,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220812.parquet,13135,3075b737588e19773208510f796ed6b7d16bc6460452ec53e0cb5839394d6df4
QQQ,20220815,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220815.parquet,12757,00b8ff0fa2e5ea34158535fc438a96d5564c7a955672ddf0d4f85073a5c2f718
QQQ,20220816,D:\ThetaData\data_underlying_derived\QQQ\2022\08\QQQ_20220816.parquet,13164,1b736a3fb90bafc2d7969af291e1c41c5ac611f0b50088356ad53ef2e6350597
