ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,selector_source,selector_source_path,stream_selector_mode,stream_selector_source,stream_selector_select_months,entry_minute,source_stream,source_file,_source_order,_priority,backfill_required_count,backfill_count_before,backfill_month_target,backfill_partial_month,backfill_mode,candidate_id
QQQ,20250102,202501,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.2938951692628758,-0.2720000115036964,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250102,202501,10:30,630,zero_dte,PUT,-0.3000000119209289,-0.3156554915447391,-0.3000000119209289,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250102,202501,11:00,660,zero_dte,CALL,-0.2720000115036964,-0.2720000115036964,-0.3000000119209289,-0.3,0.5,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250103,202501,10:00,600,zero_dte,CALL,-0.2011549786396882,-0.2011549786396882,-0.2146423884097601,0.5,-0.3,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250103,202501,10:30,630,zero_dte,CALL,-0.2683440887355553,-0.2683440887355553,-0.3000000221994239,0.5,-0.3,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250103,202501,11:00,660,zero_dte,CALL,-0.2720000115036964,-0.2720000115036964,-0.2720000217821914,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250106,202501,10:00,600,zero_dte,CALL,0.0044800987780545,0.0044800987780545,-0.2243637930747013,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250106,202501,10:30,630,zero_dte,CALL,-0.2827864429772914,-0.2827864429772914,-0.296291586220504,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250106,202501,11:00,660,zero_dte,PUT,-0.2714922135297496,-0.3000000119209289,-0.2714922135297496,-0.3,-0.3,-0.3,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
QQQ,20250107,202501,10:00,600,zero_dte,PUT,-0.2720000115036964,-0.3131243545538386,-0.2720000115036964,-0.3,0.5,0.5,thr-999.000_maxday3,202501,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,research_papers\JEPA\results\event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023_2026_qqq_v1\event_option_gate_trades.csv,SELECTED,event_option_gate_dense15_zero_dte_return_forcedmax3_d25_physctx_2023__event_option_gate,"202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412",,,,,,,,,,,
