ticker,month,test_month,train_months,train_month_max,first_val_month,val_months,val_month_max,deploy_config,train_rows,val_rows,test_rows,val_score,abstained_invalid_val,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_median_daily_return,val_daily_max_drawdown,val_top5_day_return,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,test_trades,test_win_rate,test_profit_factor,test_pnl_return,test_avg_return,test_max_drawdown,test_call_rate,test_days_with_trades,test_daily_win_rate,test_median_daily_return,test_daily_max_drawdown,test_top5_day_return,test_top5_share_of_pnl,test_min_month_trades,test_positive_month_rate
SPXW,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr0.100_maxday2,4362,4797,779,5.748376517104867,False,253,0.47035573122529645,1.2054800074671943,12.308234181784425,0.0486491469635748,-5.068747574527793,0.47035573122529645,128,0.4453125,-0.15406488596287748,-5.068747574527797,12.01428491558887,0.9761176735952437,37,0.6666666666666666,40,0.425,0.6673357200596413,-3.2528328768695425,-0.08132082192173856,-4.376394310328422,0.675,20,0.5,-0.07751214984900517,-4.233537111863448,3.6243899178731747,-1.1142256780684074,40,0.0
SPXW,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,ABSTAIN_INVALID_VAL,5225,4713,616,-9.999999999999996e+17,True,375,0.408,1.0804646438957548,8.27203401062391,0.02205875736166376,-21.72077336069011,0.037333333333333336,126,0.40476190476190477,-0.622443076346222,-21.720773360690075,26.27079057066243,3.175856208632897,55,0.5,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
SPXW,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr0.000_maxday3,6003,4551,793,5.386001397381124,False,368,0.5108695652173914,1.1791068127312163,14.399063943275465,0.03912789115020507,-9.419210209179392,0.9103260869565217,124,0.5241935483870968,0.04117197422064567,-8.588108192387953,16.804298320780966,1.1670410234290802,55,0.8333333333333334,66,0.3181818181818182,0.6924820340671549,-5.650701813438259,-0.08561669414300392,-13.970790553532632,0.8181818181818182,22,0.3181818181818182,-0.5278650276908718,-13.102984339292705,8.644153713942655,-1.5297486930535773,66,0.0
SPXW,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr0.100_maxday2,6817,4530,793,6.233963266463534,False,247,0.41295546558704455,1.3202603165930336,20.98771625882179,0.08497051116931899,-8.521113914806486,0.15789473684210525,124,0.46774193548387094,-0.15793545012031046,-8.49056735744438,19.377140883793736,0.9232610468349037,37,0.8333333333333334,37,0.43243243243243246,0.812877920705357,-2.0915366668016464,-0.05652801802166612,-4.222337983530425,0.1891891891891892,19,0.47368421052631576,-0.37473180950957186,-4.222337983530425,6.347436009470276,-3.0348193795601497,37,0.0
SPXW,202605,202605,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510",202510,202511,"202511,202512,202601,202602,202603,202604",202604,thr0.300_maxday1,7669,4471,783,7.355103661427261,False,78,0.5512820512820513,2.0278003138314844,15.94020212611296,0.20436156571939693,-2.643386226655588,0.3076923076923077,78,0.5512820512820513,0.13754306815283235,-2.643386226655588,9.314080629229677,0.584313834638992,10,1.0,13,0.6153846153846154,0.8638459743799783,-0.3324903797376151,-0.025576183056739622,-1.424885209650687,0.15384615384615385,13,0.6153846153846154,0.019027516710269587,-1.424885209650687,2.0389846576782458,-6.1324621160086235,13,0.0
SPXW,202606,202606,"202501,202502,202503,202504,202505,202506,202507,202508,202509,202510,202511",202511,202512,"202512,202601,202602,202603,202604,202605",202605,thr0.097_maxday1,8317,4606,736,6.4288034954226925,False,124,0.5806451612903226,1.6766163379428056,15.468154257898366,0.12474317949918037,-5.388733772722958,0.6370967741935484,124,0.5806451612903226,0.06388585530026503,-5.388733772722958,7.9122527205424555,0.5115188657045033,19,0.8333333333333334,21,0.6190476190476191,1.9696688443403427,4.481398755156334,0.2133999407217302,-3.4940092554748357,0.19047619047619047,21,0.6190476190476191,0.13429600039331313,-3.4940092554748357,6.225625396085769,1.3892147823093208,21,1.0
QQQ,202601,202601,"202501,202502,202503,202504,202505,202506",202506,202507,"202507,202508,202509,202510,202511,202512",202512,thr0.100_maxday1,3966,4515,692,5.62243572541758,False,128,0.5078125,1.3889112595650153,9.88560479067657,0.0772312874271607,-4.161100844736902,0.390625,128,0.5078125,0.02982951032650294,-4.161100844736902,8.76935452400414,0.8870832599210114,19,0.6666666666666666,20,0.4,0.707338160563627,-1.340244234842805,-0.06701221174214025,-3.536530398969221,0.4,20,0.4,-0.06415926005856815,-3.536530398969221,2.849265240526484,-2.125929861478322,20,0.0
QQQ,202602,202602,"202501,202502,202503,202504,202505,202506,202507",202507,202508,"202508,202509,202510,202511,202512,202601",202601,ABSTAIN_INVALID_VAL,4763,4410,550,-9.999999999999996e+17,True,374,0.39572192513368987,1.047422218729352,4.587911239994458,0.012267142352926358,-25.51907049859532,0.034759358288770054,126,0.40476190476190477,-0.43545015451247,-24.319070498595316,25.755223066636688,5.613714328672976,57,0.6666666666666666,0,,,0.0,,0.0,,0,,,0.0,0.0,,0,
QQQ,202603,202603,"202501,202502,202503,202504,202505,202506,202507,202508",202508,202509,"202509,202510,202511,202512,202601,202602",202602,thr0.100_maxday1,5518,4205,764,4.567197298122774,False,98,0.47959183673469385,1.1371553531371512,3.067291481279738,0.03129889266611977,-2.92881397077999,0.6224489795918368,98,0.47959183673469385,-0.03467293483959716,-2.92881397077999,8.54517657839368,2.7859030126567736,14,0.5,20,0.4,0.8329324165130211,-0.7477707656572693,-0.03738853828286347,-2.1027527520745655,0.65,20,0.4,-0.1679633710831141,-2.1027527520745655,3.5523691190754407,-4.750612463370388,20,0.0
QQQ,202604,202604,"202501,202502,202503,202504,202505,202506,202507,202508,202509",202509,202510,"202510,202511,202512,202601,202602,202603",202603,thr0.282_maxday1,6313,4174,636,6.168289173873456,False,86,0.4418604651162791,1.4791637376546896,10.463768787694251,0.12167173008946804,-3.0575513027436307,0.1511627906976744,86,0.4418604651162791,-0.10462322235107424,-3.0575513027436307,10.0,0.9556786090075252,12,1.0,11,0.36363636363636365,0.38776131615152204,-2.1915098518348217,-0.19922816834862014,-2.4400551561792545,0.0,11,0.36363636363636365,-0.29551448465225993,-2.4400551561792545,1.1040046328174378,-0.5037643941655657,11,0.0
