ticker,date,month,time,minute,expiry_mode,action,score,pred_call_return,pred_put_return,call_return,put_return,realized_return,deploy_config,test_month,source_result
SPXW,20240102,202401,10:30,630,zero_dte,PUT,0.3157519677772422,-0.2000300430226603,0.3157519677772422,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240103,202401,10:30,630,zero_dte,PUT,0.2831748366545179,-0.2179016146442824,0.2831748366545179,0.3052884312291473,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240104,202401,10:30,630,zero_dte,PUT,0.1933606320729297,-0.2815105921164093,0.1933606320729297,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240105,202401,10:35,635,zero_dte,PUT,0.2560009001095882,-0.2241936707136421,0.2560009001095882,-0.3,0.5,0.5,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240108,202401,10:30,630,zero_dte,PUT,0.1754342123396434,-0.2761580352387022,0.1754342123396434,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240109,202401,10:30,630,zero_dte,PUT,0.4043853008192504,-0.3148029910749423,0.4043853008192504,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240110,202401,10:30,630,zero_dte,PUT,0.6163499973508818,-0.2757650842971626,0.6163499973508818,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240111,202401,10:50,650,zero_dte,CALL,-0.1160977954832346,-0.1160977954832346,-0.1620614455749858,-0.3,0.5,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240112,202401,10:30,630,zero_dte,PUT,0.0033073645076775,-0.1819224850156322,0.0033073645076775,-0.3,0.5,0.5,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240116,202401,10:30,630,zero_dte,PUT,0.1784253306617213,-0.2592148223596556,0.1784253306617213,-0.3,0.5,0.5,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240117,202401,10:30,630,zero_dte,PUT,0.5020458421390901,-0.2041488263481,0.5020458421390901,-0.3,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240118,202401,10:30,630,zero_dte,PUT,0.1777289422285215,-0.0160770375544704,0.1777289422285215,-0.3,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240119,202401,10:30,630,zero_dte,PUT,0.4636812833544198,-0.2544474124561449,0.4636812833544198,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240122,202401,10:30,630,zero_dte,PUT,0.411472376190568,-0.3244950437151758,0.411472376190568,-0.3,0.5,0.5,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240123,202401,10:30,630,zero_dte,CALL,0.1788756743284606,0.1788756743284606,0.1610013680632278,-0.3,-0.0899470312117931,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240124,202401,10:30,630,zero_dte,PUT,0.653811986600295,-0.2058534490631846,0.653811986600295,0.5,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240125,202401,10:30,630,zero_dte,PUT,0.2817260753695351,-0.2426400379331764,0.2817260753695351,-0.3,0.5,0.5,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240126,202401,10:30,630,zero_dte,PUT,0.2738223801890649,-0.2382178315559646,0.2738223801890649,-0.3,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240129,202401,10:30,630,zero_dte,CALL,0.2742659498939195,0.2742659498939195,0.1311305022969272,0.1999999638417327,-0.3,0.1999999638417327,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240130,202401,10:30,630,zero_dte,PUT,0.3700202665038717,0.039946787605065,0.3700202665038717,-0.3,-0.3,-0.3,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240131,202401,10:30,630,zero_dte,PUT,0.106714788897634,-0.1234881949474219,0.106714788897634,0.061559453411824,0.0462461548111576,0.0462461548111576,thr-0.130_maxday1,202401,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240703,202407,10:35,635,zero_dte,CALL,0.0960576932716053,0.0960576932716053,-0.1505295524321462,0.5,-0.3,0.5,thr0.054_maxdayall,202407,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240703,202407,12:05,725,zero_dte,PUT,0.1047350348008515,-0.1330953245949844,0.1047350348008515,0.5,-0.3,-0.3,thr0.054_maxdayall,202407,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240703,202407,12:35,755,zero_dte,PUT,0.139620037229857,-0.1317777863530863,0.139620037229857,-0.3,-0.3,-0.3,thr0.054_maxdayall,202407,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240705,202407,11:15,675,zero_dte,PUT,0.0697700337979775,-0.0631467029719457,0.0697700337979775,0.5,-0.3,-0.3,thr0.054_maxdayall,202407,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
SPXW,20240705,202407,11:45,705,zero_dte,PUT,0.1126701954140273,-0.0989705695162339,0.1126701954140273,0.5,-0.3,-0.3,thr0.054_maxdayall,202407,research_papers\JEPA\results\event_option_gate_full20_physics_pooled_2024_d80_return_zero_dte_minmonth18_v1
