ticker,trade_date,month,decision_time,entry_time,exit_time,hold_minutes,calendar_rr_pressure,side,action,trade_executed,entry_open,exit_open,underlying_return_bps,gross_bps,cost_bps,net_bps,inverse_sign_control_net_bps,always_long_control_net_bps
QQQ,20230103,202301,10:35:00,10:36:00,13:36:00,180,0.009549999999999947,1,LONG,True,264.15,263.4,-28.433343011441732,-28.433343011441732,1.0,-29.433343011441732,27.433343011441732,-29.433343011441732
QQQ,20230104,202301,10:35:00,10:36:00,13:36:00,180,0.011249999999999982,1,LONG,True,263.56,266.61,115.05870372874428,115.05870372874428,1.0,114.05870372874428,-116.05870372874428,114.05870372874428
QQQ,20230105,202301,10:35:00,10:36:00,13:36:00,180,0.008100000000000052,1,LONG,True,262.15,263.67,57.81462226121813,57.81462226121813,1.0,56.81462226121813,-58.81462226121813,56.81462226121813
QQQ,20230106,202301,10:35:00,10:36:00,13:36:00,180,-0.005149999999999932,-1,SHORT,True,264.31,267.2,108.74784975342841,-108.74784975342841,1.0,-109.74784975342841,107.74784975342841,107.74784975342841
QQQ,20230109,202301,10:35:00,10:36:00,13:36:00,180,-0.02564999999999995,-1,SHORT,True,274.02,273.97,-1.8248508235075034,1.8248508235075034,1.0,0.8248508235075034,-2.8248508235075036,-2.8248508235075036
QQQ,20230110,202301,10:35:00,10:36:00,13:36:00,180,0.01314999999999994,1,LONG,True,269.72,271.86,79.02844040720534,79.02844040720534,1.0,78.02844040720534,-80.02844040720534,78.02844040720534
QQQ,20230111,202301,10:35:00,10:36:00,13:36:00,180,0.012199999999999933,1,LONG,True,274.5,276.17,60.65357182115663,60.65357182115663,1.0,59.65357182115663,-61.65357182115663,59.65357182115663
QQQ,20230112,202301,10:35:00,10:36:00,13:36:00,180,0.0019499999999998407,1,LONG,True,277.88,278.39,18.3364245023232,18.3364245023232,1.0,17.3364245023232,-19.3364245023232,17.3364245023232
QQQ,20230113,202301,10:35:00,10:36:00,13:36:00,180,0.009600000000000025,1,LONG,True,278.53,279.2,24.025973940667804,24.025973940667804,1.0,23.025973940667804,-25.025973940667804,23.025973940667804
QQQ,20230117,202301,10:35:00,10:36:00,13:36:00,180,0.008349999999999996,1,LONG,True,281.79,281.57,-7.810281567148931,-7.810281567148931,1.0,-8.81028156714893,6.810281567148931,-8.81028156714893
QQQ,20230118,202301,10:35:00,10:36:00,13:36:00,180,0.014450000000000018,1,LONG,True,282.98,278.4,-163.17295307541792,-163.17295307541792,1.0,-164.17295307541792,162.17295307541792,-164.17295307541792
QQQ,20230119,202301,10:35:00,10:36:00,13:36:00,180,0.017549999999999955,1,LONG,True,275.23,275.7,17.062062839909988,17.062062839909988,1.0,16.062062839909988,-18.062062839909988,16.062062839909988
QQQ,20230120,202301,10:35:00,10:36:00,13:36:00,180,-0.009200000000000041,-1,SHORT,True,278.16,279.74,56.64112651551935,-56.64112651551935,1.0,-57.64112651551935,55.64112651551935,55.64112651551935
QQQ,20230123,202301,10:35:00,10:36:00,13:36:00,180,0.0043500000000000205,1,LONG,True,287.37,289.89,87.30956616416678,87.30956616416678,1.0,86.30956616416678,-88.30956616416678,86.30956616416678
QQQ,20230124,202301,10:35:00,10:36:00,13:36:00,180,0.0017499999999999183,1,LONG,True,287.95,288.54,20.468705649450644,20.468705649450644,1.0,19.468705649450644,-21.468705649450644,19.468705649450644
QQQ,20230125,202301,10:35:00,10:36:00,13:36:00,180,0.003849999999999909,1,LONG,True,281.71,285.98,150.43705294896813,150.43705294896813,1.0,149.43705294896813,-151.43705294896813,149.43705294896813
QQQ,20230126,202301,10:35:00,10:36:00,13:36:00,180,-0.0030999999999999917,-1,SHORT,True,291.29,291.07,-7.5554643335949745,7.5554643335949745,1.0,6.5554643335949745,-8.555464333594974,-8.555464333594974
QQQ,20230127,202301,10:35:00,10:36:00,13:36:00,180,0.005549999999999888,1,LONG,True,294.68,296.65,66.62970890039209,66.62970890039209,1.0,65.62970890039209,-67.62970890039209,65.62970890039209
QQQ,20230130,202301,10:35:00,10:36:00,13:36:00,180,0.014700000000000046,1,LONG,True,291.68,291.31,-12.693186836060057,-12.693186836060057,1.0,-13.693186836060057,11.693186836060057,-13.693186836060057
QQQ,20230131,202301,10:35:00,10:36:00,13:36:00,180,-0.005300000000000027,-1,SHORT,True,292.43,292.68,8.545402239351048,-8.545402239351048,1.0,-9.545402239351048,7.5454022393510485,7.5454022393510485
QQQ,20230201,202302,10:35:00,10:36:00,13:36:00,180,0.010250000000000092,1,LONG,True,294.42,294.4,-0.6793247514595221,-0.6793247514595221,1.0,-1.679324751459522,-0.3206752485404779,-1.679324751459522
QQQ,20230202,202302,10:35:00,10:36:00,13:36:00,180,-0.0008500000000001839,-1,SHORT,True,310.17,312.29,68.11709016538943,-68.11709016538943,1.0,-69.11709016538943,67.11709016538943,67.11709016538943
QQQ,20230203,202302,10:35:00,10:36:00,13:36:00,180,-0.01084999999999997,-1,SHORT,True,310.91,307.34,-115.48854603427537,115.48854603427537,1.0,114.48854603427537,-116.48854603427537,-116.48854603427537
QQQ,20230206,202302,10:35:00,10:36:00,13:36:00,180,-0.0034500000000000086,-1,SHORT,True,302.86,303.94,35.59660976949509,-35.59660976949509,1.0,-36.59660976949509,34.59660976949509,34.59660976949509
QQQ,20230207,202302,10:35:00,10:36:00,13:36:00,180,0.0010999999999999344,1,LONG,True,303.46,302.74,-23.75454762675903,-23.75454762675903,1.0,-24.75454762675903,22.75454762675903,-24.75454762675903
QQQ,20230208,202302,10:35:00,10:36:00,13:36:00,180,0.006999999999999951,1,LONG,True,305.93,304.93,-32.74075543651242,-32.74075543651242,1.0,-33.74075543651242,31.740755436512423,-33.74075543651242
QQQ,20230209,202302,10:35:00,10:36:00,13:36:00,180,-0.00484999999999991,-1,SHORT,True,306.73,304.62,-69.02783604070083,69.02783604070083,1.0,68.02783604070083,-70.02783604070083,-70.02783604070083
QQQ,20230210,202302,10:35:00,10:36:00,13:36:00,180,0.0018000000000000793,1,LONG,True,300.74,299.68,-35.30865398395648,-35.30865398395648,1.0,-36.30865398395648,34.30865398395648,-36.30865398395648
QQQ,20230213,202302,10:35:00,10:36:00,13:36:00,180,0.00044999999999995044,1,LONG,True,302.63,304.7,68.16748771622714,68.16748771622714,1.0,67.16748771622714,-69.16748771622714,67.16748771622714
QQQ,20230214,202302,10:35:00,10:36:00,13:36:00,180,0.0020999999999999353,1,LONG,True,304.31,305.87,51.13256412532012,51.13256412532012,1.0,50.13256412532012,-52.13256412532012,50.13256412532012
QQQ,20230215,202302,10:35:00,10:36:00,13:36:00,180,-0.009349999999999914,-1,SHORT,True,306.01,307.41,45.645803227644386,-45.645803227644386,1.0,-46.645803227644386,44.645803227644386,44.645803227644386
QQQ,20230216,202302,10:35:00,10:36:00,13:36:00,180,-0.006500000000000006,-1,SHORT,True,306.62,307.34,23.454307448780085,-23.454307448780085,1.0,-24.454307448780085,22.454307448780085,22.454307448780085
QQQ,20230217,202302,10:35:00,10:36:00,13:36:00,180,-0.0031000000000001304,-1,SHORT,True,300.97,298.8,-72.3613874896456,72.3613874896456,1.0,71.3613874896456,-73.3613874896456,-73.3613874896456
QQQ,20230221,202302,10:35:00,10:36:00,13:36:00,180,0.005199999999999871,1,LONG,True,296.64,295.03,-54.422362929936654,-54.422362929936654,1.0,-55.422362929936654,53.422362929936654,-55.422362929936654
QQQ,20230222,202302,10:35:00,10:36:00,13:36:00,180,-0.0044000000000001815,-1,SHORT,True,292.98,295.33,79.89027889936621,-79.89027889936621,1.0,-80.89027889936621,78.89027889936621,78.89027889936621
