ticker,sources,source_count,max_trades_per_day,daily_order,min_score,select_score,valid_score,select_basic_pass,valid_basic_pass,test1_basic_pass,test2_basic_pass,select_user_pass,valid_user_pass,test1_user_pass,test2_user_pass,pretest_basic_pass,pretest_user_pass,all_basic_pass,all_user_pass,stability_score,sel_trades,sel_win_rate,sel_profit_factor,sel_pnl_return,sel_avg_return,sel_max_drawdown,sel_call_rate,sel_days_with_trades,sel_daily_win_rate,sel_daily_max_drawdown,sel_top5_share_of_pnl,sel_min_month_trades,sel_positive_month_rate,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_daily_max_drawdown,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,t1_trades,t1_win_rate,t1_profit_factor,t1_pnl_return,t1_avg_return,t1_max_drawdown,t1_call_rate,t1_days_with_trades,t1_daily_win_rate,t1_daily_max_drawdown,t1_top5_share_of_pnl,t1_min_month_trades,t1_positive_month_rate,t2_trades,t2_win_rate,t2_profit_factor,t2_pnl_return,t2_avg_return,t2_max_drawdown,t2_call_rate,t2_days_with_trades,t2_daily_win_rate,t2_daily_max_drawdown,t2_top5_share_of_pnl,t2_min_month_trades,t2_positive_month_rate
QQQ,"d65win,d80,cons_m2s1c45",3,1,score_desc,-999999.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765
QQQ,"d65win,d80,cons_m2s1c45",3,1,score_desc,0.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765
QQQ,"d65win,cons_m2s1c45,d80",3,1,score_desc,-999999.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765
QQQ,"d65win,cons_m2s1c45,d80",3,1,score_desc,0.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765
QQQ,"d80,d65win,cons_m2s1c45",3,1,score_desc,-999999.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765
QQQ,"d80,d65win,cons_m2s1c45",3,1,score_desc,0.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765
QQQ,"d80,cons_m2s1c45,d65win",3,1,score_desc,-999999.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765
QQQ,"d80,cons_m2s1c45,d65win",3,1,score_desc,0.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765
QQQ,"cons_m2s1c45,d65win,d80",3,1,score_desc,-999999.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765,343,0.4956268221574344,1.294509424894501,10.105314434177332,0.029461558117135078,-4.018023085269919,0.446064139941691,343,0.4956268221574344,-4.018023085269919,0.24739457799993964,17,0.7058823529411765
QQQ,"cons_m2s1c45,d65win,d80",3,1,score_desc,0.0,5.977946337869216,5.424970751001205,True,True,False,False,True,True,False,False,True,True,False,False,5.424970751001205,124,0.49193548387096775,1.4494081813481412,5.404244658558633,0.04358261821418252,-1.280459766678649,0.24193548387096775,124,0.49193548387096775,-1.280459766678649,0.4625993377336798,19,0.8333333333333334,128,0.546875,1.3877918004002108,4.695715297004015,0.03668527575784387,-2.5464502261540827,0.2109375,128,0.546875,-2.5464502261540827,0.532400250414471,20,0.6666666666666666,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765,341,0.49560117302052786,1.2912268781638268,9.905314434177333,0.02904784291547605,-4.018023085269918,0.44868035190615835,341,0.49560117302052786,-4.018023085269918,0.2523897667876136,17,0.7058823529411765
