ticker,sources,cap,daily_order,min_score,select_score,select_user_pass,test2025_user_pass,test2026_user_pass,sel_trades,sel_wr,sel_pf,sel_pnl,sel_minM,sel_call,sel_top5,sel_posM,sel_dd,t2025_trades,t2025_wr,t2025_pf,t2025_pnl,t2025_minM,t2025_call,t2025_top5,t2025_posM,t2025_dd,t2026_trades,t2026_wr,t2026_pf,t2026_pnl,t2026_minM,t2026_call,t2026_top5,t2026_posM,t2026_dd
SPY,d50ret,3,score_desc,-999999.0,-9.999999999999999e+17,False,False,False,105,0.4095238095238095,1.0612131565881056,0.9202458380816421,0,0.2,4.010315555656236,0.5,-3.4428245677309235,384,0.4140625,0.9990659682893299,-0.04912378015947105,0,0.4375,,0.5,-4.143099397933279,149,0.46308724832214765,1.141591182689002,2.9127656069176497,0,0.4228187919463087,1.9851401450498838,0.6,-2.2797874150205293
SPY,d50ret,3,score_desc,0.0,-9.999999999999999e+17,False,False,False,74,0.44594594594594594,1.177108386965993,1.831523983794222,0,0.13513513513513514,2.0149756334839,0.5,-3.442824567730923,237,0.3881856540084388,0.9863139482904998,-0.4936702172253016,0,0.3333333333333333,,0.5,-3.908398869059101,100,0.42,1.027924954836297,0.44027746497290515,0,0.26,9.818574662747634,0.4,-2.5860882921538897
SPY,d65ret,3,score_desc,-999999.0,-9.999999999999997e+17,False,False,False,291,0.4020618556701031,1.015971535660992,0.7434365275315176,0,0.2542955326460481,9.635606115456376,0.3333333333333333,-5.749925346957253,264,0.38636363636363635,0.9330557504265236,-2.8130024424696414,0,0.4053030303030303,,0.4166666666666667,-5.809110877730573,212,0.4386792452830189,1.0875372435136843,2.73879966351753,32,0.47641509433962265,2.4177520046870185,0.6,-6.1
SPY,d65ret,3,score_desc,0.0,-9.999999999999997e+17,False,False,False,266,0.39473684210526316,1.0058931361385333,0.2600604990016556,0,0.22556390977443608,26.916813690938262,0.3333333333333333,-5.749925346957253,231,0.3852813852813853,0.9800730627704075,-0.751139357086613,0,0.4025974025974026,,0.4166666666666667,-5.767693508575357,179,0.4134078212290503,0.9903505714721871,-0.28574167407301676,18,0.4245810055865922,,0.4,-6.1
SPY,d65win,3,score_desc,-999999.0,6.298805764863562,True,False,True,270,0.5370370370370371,1.482810256056551,10.889374618668477,20,0.3592592592592593,0.6155586108301897,0.6666666666666666,-3.529625461203808,386,0.4533678756476684,1.1663930281531367,6.762485552579171,0,0.3601036269430052,0.8467930230310181,0.6666666666666666,-4.526015224138724,176,0.5284090909090909,1.3014234385697858,4.3978048207629,22,0.6818181818181818,1.1445742007404984,0.6,-2.5326440562091976
SPY,d65win,3,score_desc,0.0,6.298805764863562,True,False,True,270,0.5370370370370371,1.482810256056551,10.889374618668477,20,0.3592592592592593,0.6155586108301897,0.6666666666666666,-3.529625461203808,386,0.4533678756476684,1.1663930281531367,6.762485552579171,0,0.3601036269430052,0.8467930230310181,0.6666666666666666,-4.526015224138724,176,0.5284090909090909,1.3014234385697858,4.3978048207629,22,0.6818181818181818,1.1445742007404984,0.6,-2.5326440562091976
SPY,d80,3,score_desc,-999999.0,-9.999999999999996e+17,False,False,False,345,0.39710144927536234,1.090295835289547,4.883496815168034,44,0.16231884057971013,1.535784763226458,0.5,-5.546285162372596,391,0.4833759590792839,1.2148852235816316,10.932685583736763,0,0.3350383631713555,0.6860162530565084,0.5833333333333334,-6.112341035898081,175,0.44,1.1101582322321633,2.2331109035518186,19,0.5428571428571428,1.8571454446131876,0.6,-2.3249436332136133
SPY,d80,3,score_desc,0.0,-9.999999999999996e+17,False,False,False,336,0.4017857142857143,1.1020683013207069,5.409889852311671,44,0.14285714285714285,1.3863498527230116,0.5,-5.246258814454485,362,0.47790055248618785,1.232619021689925,11.197989806107927,0,0.32044198895027626,0.6697630672881248,0.5833333333333334,-5.716232446457518,154,0.43506493506493504,1.106934410022302,1.9349832101329092,18,0.538961038961039,2.298320584157333,0.6,-1.9522088147666206
SPY,d80_front,3,score_desc,-999999.0,-9.999999999999997e+17,False,False,False,229,0.4410480349344978,0.908561136901545,-1.8073949928210502,8,0.2096069868995633,,0.3333333333333333,-5.793996334964655,277,0.49097472924187724,1.225525423893935,4.565963494883361,0,0.44404332129963897,0.9567627995140173,0.5833333333333334,-3.4501673005229656,134,0.5149253731343284,1.1447663360021416,1.3516825081500523,16,0.6567164179104478,2.8758531795254076,0.6,-1.510781892227159
SPY,d80_front,3,score_desc,0.0,-9.999999999999997e+17,False,False,False,229,0.4410480349344978,0.908561136901545,-1.8073949928210502,8,0.2096069868995633,,0.3333333333333333,-5.793996334964655,250,0.48,1.133864164655656,2.5361695965156406,0,0.42,1.6042081812797728,0.4166666666666667,-5.155506444516215,134,0.5149253731343284,1.1447663360021416,1.3516825081500523,16,0.6567164179104478,2.8758531795254076,0.6,-1.510781892227159
