ticker,artifact,file,trades,win_rate,profit_factor,pnl_return,min_month_trades,positive_months,call_rate,top5_share,first_2_month_share,first_3_month_share,first_4_month_share,passes_basic,passes_curve
SPXW,event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_s1_m19_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,178,0.5,1.5039946151215455,10.478693159178807,22,5,0.5337078651685393,0.5798188619572356,0.5286825871316144,0.7335149932545896,0.8131797540451825,True,True
SPXW,event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_2025h2_2026jun_risk5000,trade_union_topk_regressor_trades.csv,285,0.4842105263157895,1.4306266493254831,15.839841046867367,22,5,0.5789473684210527,0.7162612558993351,0.29127547407151594,0.5310404536187312,0.8136802336715415,True,True
SPXW,event_option_spxw_branch_router_topk_current_tdvp_widezdte_profile_maxday7_2025h2export_202510_202606_risk5000,trade_union_topk_regressor_trades.csv,285,0.4842105263157895,1.4306266493254831,15.839841046867367,22,5,0.5789473684210527,0.7162612558993351,0.29127547407151594,0.5310404536187312,0.8136802336715415,True,True
SPXW,event_option_spxw_base_intraday_side_circuit_m19_2025h2_2026jun_risk5000,intraday_circuit_trades.csv,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279693,0.42205691191650335,0.5251406563043289,1.1878584400313652,True,False
SPXW,event_option_spxw_base_intraday_side_circuit_m19_2025h2hist_v2_2026janjun_risk5000,intraday_circuit_trades.csv,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279693,0.42205691191650335,0.5251406563043289,1.1878584400313652,True,False
SPXW,event_option_spxw_base_intraday_side_circuit_m19_2026janjun_risk5000,intraday_circuit_trades.csv,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279693,0.42205691191650335,0.5251406563043289,1.1878584400313652,True,False
SPXW,event_option_spxw_base_intraday_side_circuit_m19_pf11_wr42_dd25_2026janjun_risk5000,intraday_circuit_trades.csv,240,0.5166666666666667,1.5227340666977194,12.590143793676297,24,4,0.6208333333333333,1.0225410206279693,0.42205691191650335,0.5251406563043289,1.1878584400313652,True,False
SPXW,event_option_spxw_union_base_tdvp_topk_reg_s3_m19_wr20_2026janjun_risk5000,trade_union_topk_regressor_trades.csv,257,0.48638132295719844,1.4785907659852964,12.427521331110835,37,4,0.688715953307393,1.0516266625010184,0.5205971068834221,0.6432874254342227,1.1496529579874877,True,False
SPXW,event_option_spxw_base_intraday_circuit_m19_2026janjun_risk5000,intraday_circuit_trades.csv,244,0.5081967213114754,1.4750953838221224,11.812305127965022,24,4,0.6270491803278688,1.089875205996861,0.44984930143429014,0.5597210961918374,1.2660787546980126,True,False
SPXW,event_option_spxw_front_weekly_topk_reg_s3_m19_wr20_2026janjun_risk5000,trade_union_topk_regressor_trades.csv,137,0.49635036496350365,1.4216993853034223,6.335055937184852,20,3,0.6423357664233577,1.225036711597302,0.8387861548236077,1.0898604393922235,1.0537692780575627,True,False
