ticker,sources,source_count,max_trades_per_day,daily_order,min_score,select_score,valid_score,select_basic_pass,valid_basic_pass,test1_basic_pass,test2_basic_pass,select_user_pass,valid_user_pass,test1_user_pass,test2_user_pass,pretest_basic_pass,pretest_user_pass,all_basic_pass,all_user_pass,stability_score,sel_trades,sel_win_rate,sel_profit_factor,sel_pnl_return,sel_avg_return,sel_max_drawdown,sel_call_rate,sel_days_with_trades,sel_daily_win_rate,sel_daily_max_drawdown,sel_top5_share_of_pnl,sel_min_month_trades,sel_positive_month_rate,val_trades,val_win_rate,val_profit_factor,val_pnl_return,val_avg_return,val_max_drawdown,val_call_rate,val_days_with_trades,val_daily_win_rate,val_daily_max_drawdown,val_top5_share_of_pnl,val_min_month_trades,val_positive_month_rate,t1_trades,t1_win_rate,t1_profit_factor,t1_pnl_return,t1_avg_return,t1_max_drawdown,t1_call_rate,t1_days_with_trades,t1_daily_win_rate,t1_daily_max_drawdown,t1_top5_share_of_pnl,t1_min_month_trades,t1_positive_month_rate,t2_trades,t2_win_rate,t2_profit_factor,t2_pnl_return,t2_avg_return,t2_max_drawdown,t2_call_rate,t2_days_with_trades,t2_daily_win_rate,t2_daily_max_drawdown,t2_top5_share_of_pnl,t2_min_month_trades,t2_positive_month_rate
QQQ,"d50ret,d80_front,d80",3,2,time_asc,0.0,26.37979885101263,26.274540527751846,False,False,False,False,False,False,False,False,False,False,False,False,26.274540527751846,223,0.4618834080717489,1.2785740161637331,7.185370580358738,0.0322213927370347,-2.253973960839729,0.20179372197309417,124,0.5080645161290323,-2.253973960839729,0.6958583338300652,20,0.8333333333333334,204,0.4803921568627451,1.2820159273682605,6.786495636546556,0.033267135473267435,-4.711156573790555,0.20098039215686275,118,0.5169491525423728,-4.362963848850994,0.7367572702874896,22,0.8333333333333334,660,0.4681818181818182,1.188086769887222,14.182481560008425,0.02148860842425519,-4.029806325132133,0.39545454545454545,342,0.4649122807017544,-3.7740603658108434,0.352547611561783,34,0.6470588235294118,660,0.4681818181818182,1.188086769887222,14.182481560008425,0.02148860842425519,-4.029806325132133,0.39545454545454545,342,0.4649122807017544,-3.7740603658108434,0.352547611561783,34,0.6470588235294118
QQQ,"d50ret,d80,d80_front",3,2,time_asc,0.0,26.072714914756606,26.191076384695766,False,False,False,False,False,False,False,False,False,False,False,False,26.072714914756606,223,0.4618834080717489,1.2606318113612114,6.818260665855679,0.03057515993657255,-2.25397396083973,0.20179372197309417,124,0.5080645161290323,-2.253973960839729,0.7333248529260372,20,0.8333333333333334,204,0.4803921568627451,1.2770213665217052,6.692377984956902,0.032805774436063244,-4.7111565737905545,0.20098039215686275,118,0.5169491525423728,-4.362963848850994,0.7471185894220228,22,0.8333333333333334,660,0.47575757575757577,1.2508998143065149,18.689856280697395,0.02831796406166272,-3.69098318769883,0.3939393939393939,342,0.4853801169590643,-3.6224634132431053,0.2675247966012412,34,0.6470588235294118,660,0.47575757575757577,1.2508998143065149,18.689856280697395,0.02831796406166272,-3.69098318769883,0.3939393939393939,342,0.4853801169590643,-3.6224634132431053,0.2675247966012412,34,0.6470588235294118
QQQ,"d50ret,d80,cons_m2s2c30",3,2,time_asc,0.0,26.115067974550453,25.960450524180512,False,False,False,False,False,False,False,False,False,False,False,False,25.960450524180512,244,0.45081967213114754,1.2388323121205245,7.150637856307339,0.029305892853718603,-2.604735097870594,0.21721311475409835,124,0.5645161290322581,-2.566971578253286,0.6992383197800552,36,0.8333333333333334,243,0.4691358024691358,1.2120691423715346,6.578038818443948,0.027070118594419542,-5.509429852366707,0.205761316872428,128,0.5546875,-5.461237127427143,0.7601049701896959,37,0.8333333333333334,660,0.4696969696969697,1.1977899685134141,16.503656447204648,0.025005540071522194,-5.852870725333711,0.3924242424242424,343,0.5043731778425656,-5.820887762958973,0.3029631655260788,34,0.5882352941176471,660,0.4696969696969697,1.1977899685134141,16.503656447204648,0.025005540071522194,-5.852870725333711,0.3924242424242424,343,0.5043731778425656,-5.820887762958973,0.3029631655260788,34,0.5882352941176471
QQQ,"d50ret,d80,cons_m3allc30",3,2,time_asc,0.0,26.115067974550453,25.960450524180512,False,False,False,False,False,False,False,False,False,False,False,False,25.960450524180512,244,0.45081967213114754,1.2388323121205245,7.150637856307339,0.029305892853718603,-2.604735097870594,0.21721311475409835,124,0.5645161290322581,-2.566971578253286,0.6992383197800552,36,0.8333333333333334,243,0.4691358024691358,1.2120691423715346,6.578038818443948,0.027070118594419542,-5.509429852366707,0.205761316872428,128,0.5546875,-5.461237127427143,0.7601049701896959,37,0.8333333333333334,661,0.47049924357034795,1.1979712247279528,16.518780522081407,0.024990590804964307,-5.852870725333711,0.3918305597579425,343,0.5043731778425656,-5.820887762958973,0.3026857819992385,34,0.5882352941176471,661,0.47049924357034795,1.1979712247279528,16.518780522081407,0.024990590804964307,-5.852870725333711,0.3918305597579425,343,0.5043731778425656,-5.820887762958973,0.3026857819992385,34,0.5882352941176471
QQQ,"d50ret,d80,cons_m3s2c30",3,2,time_asc,0.0,26.115067974550453,25.960450524180512,False,False,False,False,False,False,False,False,False,False,False,False,25.960450524180512,244,0.45081967213114754,1.2388323121205245,7.150637856307339,0.029305892853718603,-2.604735097870594,0.21721311475409835,124,0.5645161290322581,-2.566971578253286,0.6992383197800552,36,0.8333333333333334,243,0.4691358024691358,1.2120691423715346,6.578038818443948,0.027070118594419542,-5.509429852366707,0.205761316872428,128,0.5546875,-5.461237127427143,0.7601049701896959,37,0.8333333333333334,660,0.4696969696969697,1.1977899685134141,16.503656447204648,0.025005540071522194,-5.852870725333711,0.3924242424242424,343,0.5043731778425656,-5.820887762958973,0.3029631655260788,34,0.5882352941176471,660,0.4696969696969697,1.1977899685134141,16.503656447204648,0.025005540071522194,-5.852870725333711,0.3924242424242424,343,0.5043731778425656,-5.820887762958973,0.3029631655260788,34,0.5882352941176471
QQQ,"d50ret,d80,d65win",3,2,time_asc,0.0,25.417751655448946,27.63762540203892,False,False,False,False,False,False,False,False,False,False,False,False,25.417751655448946,240,0.45416666666666666,1.2266394047569593,6.3589818601283925,0.02649575775053497,-2.2717020239863217,0.2,124,0.5161290322580645,-2.1769508642578295,0.7862893950603353,34,0.6666666666666666,250,0.48,1.2871360842223492,8.341302898816238,0.033365211595264954,-4.675871604641735,0.208,128,0.5546875,-4.62767887970217,0.5994267395216614,38,0.8333333333333334,611,0.4533551554828151,1.131151178025478,10.023724906444027,0.016405441745407572,-7.74609550805273,0.41080196399345337,322,0.4751552795031056,-7.714112545677987,0.4988165623724981,0,0.5294117647058824,611,0.4533551554828151,1.131151178025478,10.023724906444027,0.016405441745407572,-7.74609550805273,0.41080196399345337,322,0.4751552795031056,-7.714112545677987,0.4988165623724981,0,0.5294117647058824
QQQ,"d65win,d80,d80_zero",3,2,time_asc,-999999.0,24.899862355787626,27.34463420980173,False,False,False,False,False,False,False,False,False,False,False,False,24.899862355787626,236,0.4745762711864407,1.1789221713972997,5.4283603373230624,0.023001526853063822,-3.6024567142875963,0.211864406779661,124,0.5403225806451613,-3.6024567142875967,0.9210884483150756,27,0.6666666666666666,256,0.48046875,1.2605610233510816,7.93119105168833,0.03098121504565754,-4.380253997515568,0.21484375,128,0.5546875,-4.38025399751557,0.6304223372523146,40,0.8333333333333334,647,0.46831530139103555,1.1618257139043162,12.96089967055017,0.020032302427434576,-7.536545572762115,0.437403400309119,343,0.4956268221574344,-7.5365455727620745,0.3857756889640176,33,0.6470588235294118,647,0.46831530139103555,1.1618257139043162,12.96089967055017,0.020032302427434576,-7.536545572762115,0.437403400309119,343,0.4956268221574344,-7.5365455727620745,0.3857756889640176,33,0.6470588235294118
QQQ,"d50ret,d80,cons_m2s1c45",3,2,time_asc,0.0,26.778423005091007,24.84423687454574,False,False,False,False,False,False,False,False,False,False,False,False,24.84423687454574,228,0.4605263157894737,1.2879568596311193,8.027201354561535,0.03520702348491902,-2.3047350978705943,0.2236842105263158,124,0.5403225806451613,-2.2131032090443075,0.6228820954090931,28,0.8333333333333334,218,0.45871559633027525,1.1959055834643408,5.639289889448104,0.02586830224517479,-5.1139789302360015,0.21100917431192662,128,0.5546875,-5.065786205296442,0.8866364556565349,28,0.8333333333333334,627,0.46411483253588515,1.1886636315413606,15.014124280438816,0.023945971739136866,-6.207984082399932,0.39074960127591707,341,0.49266862170087977,-6.176001120025196,0.3330197557052502,21,0.6470588235294118,627,0.46411483253588515,1.1886636315413606,15.014124280438816,0.023945971739136866,-6.207984082399932,0.39074960127591707,341,0.49266862170087977,-6.176001120025196,0.3330197557052502,21,0.6470588235294118
QQQ,"d50ret,cons_m2s2c30,d80",3,2,time_asc,0.0,24.82479622550114,25.50612065382046,False,False,False,False,False,False,False,False,False,False,False,False,24.82479622550114,244,0.4426229508196721,1.1825490834244194,5.6354081326051,0.023095934969693033,-2.7668024425712994,0.21721311475409835,124,0.5483870967741935,-2.6977145317612194,0.8872471846486534,36,0.8333333333333334,243,0.4691358024691358,1.1878861143807178,5.921504680562942,0.024368332018777538,-5.615032008247209,0.205761316872428,128,0.546875,-5.566839283307647,0.8443799793677885,37,0.8333333333333334,660,0.4727272727272727,1.1964910177263257,16.549667672111504,0.025075254048653794,-5.413938243306584,0.3924242424242424,343,0.5043731778425656,-5.383464149827303,0.3021208702834376,34,0.5882352941176471,660,0.4727272727272727,1.1964910177263257,16.549667672111504,0.025075254048653794,-5.413938243306584,0.3924242424242424,343,0.5043731778425656,-5.383464149827303,0.3021208702834376,34,0.5882352941176471
QQQ,"d50ret,cons_m3allc30,d80",3,2,time_asc,0.0,24.82479622550114,25.50612065382046,False,False,False,False,False,False,False,False,False,False,False,False,24.82479622550114,244,0.4426229508196721,1.1825490834244194,5.6354081326051,0.023095934969693033,-2.7668024425712994,0.21721311475409835,124,0.5483870967741935,-2.6977145317612194,0.8872471846486534,36,0.8333333333333334,243,0.4691358024691358,1.1878861143807178,5.921504680562942,0.024368332018777538,-5.615032008247209,0.205761316872428,128,0.546875,-5.566839283307647,0.8443799793677885,37,0.8333333333333334,661,0.4735249621785174,1.1966705829552824,16.564791746988266,0.025060199314656983,-5.413938243306584,0.3918305597579425,343,0.5043731778425656,-5.383464149827303,0.301845026268385,34,0.5882352941176471,661,0.4735249621785174,1.1966705829552824,16.564791746988266,0.025060199314656983,-5.413938243306584,0.3918305597579425,343,0.5043731778425656,-5.383464149827303,0.301845026268385,34,0.5882352941176471
