ticker,test_month,opportunity_prevalence,side_prevalence,call_win_prevalence,put_win_prevalence
SPXW,202304,0.799393851926685,0.5040621050731179,0.417087602828691,0.4090056285178236
SPXW,202305,0.7981563015960375,0.5199103602827099,0.42817831590533845,0.39446890478811225
SPXW,202306,0.7926960257787325,0.5171070460704607,0.4221267454350161,0.39312567132116005
SPXW,202307,0.7880385852090032,0.5155867471845927,0.41864951768488745,0.39189710610932477
SPXW,202308,0.7888446215139442,0.5236742424242424,0.4252988047808765,0.38520916334661354
SPXW,202309,0.7812841364243234,0.5313034022059966,0.42480883602378927,0.37577375895132903
SPXW,202310,0.7818311874105865,0.5323269289417505,0.42572722937529806,0.3752980448259418
SPXW,202311,0.7808988764044944,0.5317745803357314,0.4247425093632959,0.37570224719101125
SPXW,202312,0.7919400187441424,0.5350591715976332,0.43310684161199625,0.3786316776007498
SPXW,202401,0.7919880280879475,0.5287790697674418,0.42822608495452974,0.3827558420628525
SPXW,202402,0.7971856153674336,0.5266181003082095,0.43008711190529375,0.3872012508376145
SPXW,202403,0.796432552954292,0.5228163493840985,0.4258639910813824,0.38929765886287626
SPXW,202404,0.7879795963628299,0.5370109766394596,0.43257928587269906,0.3753603903304502
SPXW,202405,0.7913014899211218,0.526446967599003,0.42659947414548643,0.3857361963190184
SPXW,202406,0.7932521289209874,0.5297635226963849,0.43106607739570985,0.38568502748733424
SPXW,202407,0.7921781640412819,0.5372376903031134,0.4358500814774579,0.379467680608365
SPXW,202408,0.7882529797057876,0.5237057220708446,0.4243530548695372,0.3881670782776764
SPXW,202409,0.7856151958168819,0.5193587827740797,0.41980578380108846,0.38992636858392915
SPXW,202410,0.785983421250942,0.5171232876712328,0.4187748950371407,0.3925072666594897
SPXW,202411,0.7852629324194067,0.510980766607557,0.4142658241405162,0.3983078076469958
SPXW,202412,0.7831949088555711,0.5106060606060606,0.4134397583863661,0.397583863660878
SPXW,202501,0.7811316672076166,0.5183543427067461,0.4175051390241264,0.390674023585416
SPXW,202502,0.7712029424491562,0.5189393939393939,0.41194288186932065,0.3858719169190826
SPXW,202503,0.7681506476542941,0.5185657596371882,0.4104713181669751,0.3842385980189398
SPXW,202504,0.773537995892336,0.5153039832285116,0.412063560696141,0.3881742514322776
SPXW,202505,0.7704187058183796,0.5149632975719932,0.4097879282218597,0.38673191952147906
SPXW,202506,0.7667145540943751,0.5093686941481695,0.40302795889048515,0.3884407116808487
SPXW,202507,0.7718322394037157,0.5010089362928798,0.4000444988319057,0.3989320280342641
SPXW,202508,0.7758011175732695,0.508452153461708,0.4078002052685597,0.39594024404150985
SPXW,202509,0.774082961947206,0.5184529081783289,0.41572391726659813,0.38829848017369445
SPXW,202510,0.7698782846092594,0.5094562647754137,0.40655215561369584,0.3914230462973496
SPXW,202511,0.7641188478112951,0.5188483229444939,0.4102971195282377,0.3800181447040145
SPXW,202512,0.7595783269099977,0.5208177883897925,0.40886420312854227,0.37712536839718885
QQQ,202304,0.8415431560592851,0.5001295001295001,0.43417611159546643,0.4343940714908457
QQQ,202305,0.8435416666666666,0.5188935539639418,0.45,0.4191666666666667
QQQ,202306,0.8358953883010581,0.529496059230953,0.4549810341385506,0.41006188860051906
QQQ,202307,0.8367540858988978,0.5321371791960027,0.4562903838844546,0.41030026605853287
QQQ,202308,0.8363441244857808,0.5382805816937554,0.4605616168842783,0.4049365050974781
QQQ,202309,0.837297031326882,0.551028403525955,0.4746596686895194,0.3956043956043956
QQQ,202310,0.8417780540876593,0.5479224376731302,0.4768417780540877,0.40021759403170654
QQQ,202311,0.8393712574850299,0.554584373885123,0.481437125748503,0.39206586826347306
QQQ,202312,0.8437947836056177,0.5636147443519619,0.49211808541129265,0.3876468902264259
QQQ,202401,0.8436006010107909,0.5578947368421052,0.48791148750170743,0.3921595410463051
QQQ,202402,0.8474335826670105,0.5491628614916286,0.4832344596337374,0.40224400309517666
QQQ,202403,0.8427942101950913,0.5504107542942495,0.4828193832599119,0.3991189427312775
QQQ,202404,0.8338144847495921,0.5651912074676302,0.49089996234467176,0.38257813480607505
QQQ,202405,0.8341720878851111,0.5599705665930832,0.48766417086043945,0.3887320486068491
QQQ,202406,0.8376120125938484,0.5598611914401388,0.49116008718818116,0.3902882053766045
QQQ,202407,0.8302919708029197,0.5587631887456037,0.486374695863747,0.38637469586374695
QQQ,202408,0.8269833614661201,0.5443277923592884,0.47299252471666264,0.39631058596575836
QQQ,202409,0.8160850138872117,0.5311528784963742,0.4547759932375317,0.4003139717425432
QQQ,202410,0.8114182692307692,0.5344393423196564,0.4543269230769231,0.3950721153846154
QQQ,202411,0.8102863822326125,0.5223600692440854,0.44219754529514904,0.40514319111630626
QQQ,202412,0.8121226470936427,0.5145772594752187,0.4374334083106428,0.4115070439209187
QQQ,202501,0.8089300558128488,0.5215795654726952,0.4412777579859874,0.40482128013300084
QQQ,202502,0.7991098279802719,0.5225048923679061,0.4360639961506075,0.3987730061349693
QQQ,202503,0.8000243575691146,0.5184959659004414,0.432955791012057,0.401899890390939
QQQ,202504,0.808446996889208,0.5210892407873317,0.4402967217037569,0.40583871739650634
QQQ,202505,0.8072128766791722,0.5130434782608696,0.4324095364879584,0.4097785307999516
QQQ,202506,0.8018984220907298,0.5039200614911606,0.4203648915187377,0.41235207100591714
QQQ,202507,0.8057135790254761,0.5031465848042977,0.4217165471184764,0.41788276032649024
QQQ,202508,0.8105236529218315,0.5124843945068664,0.43207690361750567,0.41348343030609663
QQQ,202509,0.8108554722257532,0.519517165699953,0.43866785305707384,0.40866912418965295
QQQ,202510,0.8071788413098236,0.5060071774067717,0.42455919395465996,0.41700251889168766
QQQ,202511,0.8015392379510472,0.5129859908704549,0.4303557910673732,0.40764572293716883
QQQ,202512,0.795954045954046,0.5136491998744901,0.42832167832167833,0.4063436563436563
SPY,202304,0.8575712143928036,0.4879807692307692,0.4353448275862069,0.4598950524737631
SPY,202305,0.8557811120917918,0.5088696369636964,0.45172109443954106,0.4402471315092674
SPY,202306,0.8522571819425444,0.5030096308186196,0.44528043775649795,0.4427154582763338
SPY,202307,0.8487694300518135,0.5045784051888592,0.44608160621761656,0.43960492227979275
SPY,202308,0.8478764478764479,0.5185792349726775,0.4566795366795367,0.42656370656370657
SPY,202309,0.8390520500145391,0.5259053890140357,0.4572550159930212,0.4162547252108171
SPY,202310,0.8400776053215078,0.5282085120422303,0.4610587583148559,0.41352549889135254
SPY,202311,0.83449637919684,0.535184600820448,0.46359447004608295,0.40421329822251484
SPY,202312,0.8402979421790178,0.5401953418482344,0.4702689054412322,0.4031056684762025
SPY,202401,0.8373211494529278,0.5312365359758725,0.46254659131898523,0.40952266442226765
SPY,202402,0.8410332271279017,0.527469553450609,0.4630177514792899,0.41420118343195267
SPY,202403,0.8378318090564354,0.5254959392890427,0.4579522641088557,0.4138969440107071
SPY,202404,0.8274409841516125,0.5386470194239785,0.46337138424027485,0.3978721046215228
SPY,202405,0.8302877776561987,0.5285356530908132,0.45727103621840465,0.4075938286464602
SPY,202406,0.8274897827489782,0.5341219290263877,0.4607442460744246,0.40320499032049906
SPY,202407,0.8231978319783197,0.5419465296984064,0.4640650406504065,0.3949051490514905
SPY,202408,0.8190588487512059,0.5257853403141362,0.4493514846178583,0.40561689355772323
SPY,202409,0.8164529914529914,0.5203507394320115,0.44326923076923075,0.4081196581196581
SPY,202410,0.8171189531266759,0.5188394380989891,0.44202509921699024,0.4098466158961708
SPY,202411,0.8203099946552646,0.5142708197575916,0.4398717263495457,0.41667557455905935
SPY,202412,0.8193562277963182,0.5171462357114702,0.4420282054042416,0.41489934330929057
SPY,202501,0.8205929919137467,0.5277887268427276,0.4499191374663073,0.4066846361185984
SPY,202502,0.8099913681484678,0.5284401225522846,0.4432455761760898,0.40051791109192925
SPY,202503,0.8081016507384883,0.5277516462841016,0.44200695047784533,0.40041268462206775
SPY,202504,0.8133419549520422,0.5220617463892938,0.44207349929949347,0.40715594352839746
SPY,202505,0.810378590078329,0.5200698080279232,0.43853350739773717,0.4065491731940818
