ticker,test_month,arm,status,valid_inner,trade_threshold,side_margin,rank_key,inner_total_trades,inner_total_pnl,gate_details
QQQ,202501,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202501,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202502,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202502,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202503,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202503,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202504,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202504,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202505,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202505,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202506,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202506,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202507,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202507,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202508,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202508,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202509,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202509,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202510,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202510,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202511,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202511,P1,completed,False,0.5,0.0,null,,,{}
QQQ,202512,C0,completed,False,0.5,0.0,null,,,{}
QQQ,202512,P1,completed,False,0.5,0.0,null,,,{}
SPY,202304,C0,completed,False,0.5,0.0,null,,,{}
SPY,202304,P1,completed,False,0.5,0.0,null,,,{}
SPY,202305,C0,completed,False,0.5,0.0,null,,,{}
SPY,202305,P1,completed,False,0.5,0.0,null,,,{}
SPY,202306,C0,completed,False,0.5,0.0,null,,,{}
SPY,202306,P1,completed,False,0.5,0.0,null,,,{}
SPY,202307,C0,completed,False,0.5,0.0,null,,,{}
SPY,202307,P1,completed,False,0.5,0.0,null,,,{}
SPY,202308,C0,completed,False,0.5,0.0,null,,,{}
SPY,202308,P1,completed,False,0.5,0.0,null,,,{}
SPY,202309,C0,completed,False,0.5,0.0,null,,,{}
SPY,202309,P1,completed,False,0.5,0.0,null,,,{}
SPY,202310,C0,completed,False,0.5,0.0,null,,,{}
SPY,202310,P1,completed,False,0.5,0.0,null,,,{}
SPY,202311,C0,completed,False,0.5,0.0,null,,,{}
SPY,202311,P1,completed,False,0.5,0.0,null,,,{}
SPY,202312,C0,completed,False,0.5,0.0,null,,,{}
SPY,202312,P1,completed,False,0.5,0.0,null,,,{}
SPY,202401,C0,completed,False,0.5,0.0,null,,,{}
SPY,202401,P1,completed,False,0.5,0.0,null,,,{}
SPY,202402,C0,completed,False,0.5,0.0,null,,,{}
SPY,202402,P1,completed,False,0.5,0.0,null,,,{}
SPY,202403,C0,completed,False,0.5,0.0,null,,,{}
SPY,202403,P1,completed,False,0.5,0.0,null,,,{}
SPY,202404,C0,completed,False,0.5,0.0,null,,,{}
SPY,202404,P1,completed,False,0.5,0.0,null,,,{}
SPY,202405,C0,completed,False,0.5,0.0,null,,,{}
SPY,202405,P1,completed,False,0.5,0.0,null,,,{}
SPY,202406,C0,completed,False,0.5,0.0,null,,,{}
SPY,202406,P1,completed,False,0.5,0.0,null,,,{}
SPY,202407,C0,completed,False,0.5,0.0,null,,,{}
SPY,202407,P1,completed,False,0.5,0.0,null,,,{}
SPY,202408,C0,completed,False,0.5,0.0,null,,,{}
SPY,202408,P1,completed,False,0.5,0.0,null,,,{}
SPY,202409,C0,completed,True,0.6,0.1,"[1.2589164178356065, 1.3288404281900423, 0.5714285714285714, 19, 7.397695593530671, 62, 0.1, 0.6]",62.0,7.397695593530671,"{""months"": {""202406"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.3288, ""pnl"": 1.2589, ""trades"": 19, ""wr"": 0.6316}, ""202407"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.9281, ""pnl"": 3.904, ""trades"": 22, ""wr"": 0.6364}, ""202408"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.4101, ""pnl"": 2.2347, ""trades"": 21, ""wr"": 0.5714}}}"
SPY,202409,P1,completed,False,0.5,0.0,null,,,{}
SPY,202410,C0,completed,True,0.6,0.3,"[2.784776383811697, 1.5109866867102395, 0.5, 20, 11.981063102162457, 63, 0.3, 0.6]",63.0,11.981063102162457,"{""months"": {""202407"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 2.0164, ""pnl"": 4.7936, ""trades"": 22, ""wr"": 0.6364}, ""202408"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 2.147, ""pnl"": 4.4027, ""trades"": 21, ""wr"": 0.7143}, ""202409"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.511, ""pnl"": 2.7848, ""trades"": 20, ""wr"": 0.5}}}"
SPY,202410,P1,completed,True,0.9,0.1,"[1.901754345247646, 1.3824681237084917, 0.5, 20, 6.921804911050162, 64, 0.1, 0.9]",64.0,6.921804911050162,"{""months"": {""202407"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.3825, ""pnl"": 1.9018, ""trades"": 22, ""wr"": 0.5909}, ""202408"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.4232, ""pnl"": 2.45, ""trades"": 22, ""wr"": 0.5455}, ""202409"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.4621, ""pnl"": 2.57, ""trades"": 20, ""wr"": 0.5}}}"
SPY,202411,C0,completed,False,0.5,0.0,null,,,{}
SPY,202411,P1,completed,False,0.5,0.0,null,,,{}
SPY,202412,C0,completed,False,0.5,0.0,null,,,{}
SPY,202412,P1,completed,False,0.5,0.0,null,,,{}
SPY,202501,C0,completed,False,0.5,0.0,null,,,{}
SPY,202501,P1,completed,False,0.5,0.0,null,,,{}
SPY,202502,C0,completed,True,0.6,0.1,"[3.878507127404303, 1.9875279111366528, 0.6111111111111112, 18, 20.46160949304472, 58, 0.1, 0.6]",58.0,20.46160949304472,"{""months"": {""202411"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 1.9875, ""pnl"": 3.8785, ""trades"": 18, ""wr"": 0.6111}, ""202412"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 6.5198, ""pnl"": 11.3726, ""trades"": 21, ""wr"": 0.8095}, ""202501"": {""min_hold_minutes"": 30.0, ""pass"": true, ""pf"": 2.4176, ""pnl"": 5.2105, ""trades"": 19, ""wr"": 0.6842}}}"
SPY,202502,P1,completed,False,0.5,0.0,null,,,{}
SPY,202503,C0,completed,False,0.5,0.0,null,,,{}
SPY,202503,P1,completed,False,0.5,0.0,null,,,{}
SPY,202504,C0,completed,False,0.5,0.0,null,,,{}
SPY,202504,P1,completed,False,0.5,0.0,null,,,{}
SPY,202505,C0,completed,False,0.5,0.0,null,,,{}
SPY,202505,P1,completed,False,0.5,0.0,null,,,{}
SPY,202506,C0,completed,False,0.5,0.0,null,,,{}
SPY,202506,P1,completed,False,0.5,0.0,null,,,{}
SPY,202507,C0,completed,False,0.5,0.0,null,,,{}
SPY,202507,P1,completed,False,0.5,0.0,null,,,{}
SPY,202508,C0,completed,False,0.5,0.0,null,,,{}
SPY,202508,P1,completed,False,0.5,0.0,null,,,{}
SPY,202509,C0,completed,False,0.5,0.0,null,,,{}
SPY,202509,P1,completed,False,0.5,0.0,null,,,{}
SPY,202510,C0,completed,False,0.5,0.0,null,,,{}
SPY,202510,P1,completed,False,0.5,0.0,null,,,{}
SPY,202511,C0,completed,False,0.5,0.0,null,,,{}
SPY,202511,P1,completed,False,0.5,0.0,null,,,{}
SPY,202512,C0,completed,False,0.5,0.0,null,,,{}
SPY,202512,P1,completed,False,0.5,0.0,null,,,{}
