daily_pnl,trade_count,ticker,date
6000.0,4.0,QQQ,20260102
6000.0,4.0,QQQ,20260105
0.0,0.0,QQQ,20260106
0.0,0.0,QQQ,20260107
0.0,0.0,QQQ,20260108
0.0,0.0,QQQ,20260109
-2000.0,4.0,QQQ,20260112
-6000.0,4.0,QQQ,20260113
-4500.0,3.0,QQQ,20260114
-2369.369441934069,3.0,QQQ,20260115
0.0,0.0,QQQ,20260116
0.0,0.0,QQQ,20260119
2000.0,4.0,QQQ,20260120
-2000.0,4.0,QQQ,20260121
1772.3436117285737,3.0,QQQ,20260122
-809.4551457993884,3.0,QQQ,20260123
-28.823520569281072,3.0,QQQ,20260126
0.0,0.0,QQQ,20260127
3432.5939156815175,4.0,QQQ,20260128
1000.0,2.0,QQQ,20260129
0.0,0.0,QQQ,20260130
712.1579349915505,2.0,QQQ,20260202
0.0,0.0,QQQ,20260203
10000.0,4.0,QQQ,20260204
-1500.0,1.0,QQQ,20260205
271.0278213300171,4.0,QQQ,20260206
0.0,0.0,QQQ,20260209
0.0,0.0,QQQ,20260210
0.0,0.0,QQQ,20260211
2242.3314782839675,4.0,QQQ,20260212
5689.802569344518,4.0,QQQ,20260213
0.0,0.0,QQQ,20260216
0.0,0.0,QQQ,20260217
0.0,0.0,QQQ,20260218
0.0,0.0,QQQ,20260219
0.0,0.0,QQQ,20260220
6000.0,4.0,QQQ,20260223
-2000.0,4.0,QQQ,20260224
0.0,0.0,QQQ,20260225
0.0,0.0,QQQ,20260226
0.0,0.0,QQQ,20260227
6000.0,4.0,QQQ,20260302
-2000.0,4.0,QQQ,20260303
178.11717878632751,1.0,QQQ,20260304
0.0,0.0,QQQ,20260305
315.1960126667185,1.0,QQQ,20260306
0.0,0.0,QQQ,20260309
2000.0,4.0,QQQ,20260310
750.000229248642,4.0,QQQ,20260311
0.0,0.0,QQQ,20260312
0.0,0.0,QQQ,20260313
0.0,0.0,QQQ,20260316
406.1303539474675,3.0,QQQ,20260317
2000.0,4.0,QQQ,20260318
2000.0,4.0,QQQ,20260319
0.0,0.0,QQQ,20260320
0.0,0.0,QQQ,20260323
0.0,0.0,QQQ,20260324
10000.0,4.0,QQQ,20260325
-2000.0,4.0,QQQ,20260326
0.0,0.0,QQQ,20260327
0.0,0.0,QQQ,20260330
0.0,0.0,QQQ,20260331
0.0,0.0,QQQ,20260401
0.0,0.0,QQQ,20260402
0.0,0.0,QQQ,20260403
-335.533222438971,2.0,QQQ,20260406
2763.2915243724437,2.0,QQQ,20260407
0.0,0.0,QQQ,20260408
0.0,0.0,QQQ,20260409
-3171.8747962731904,4.0,QQQ,20260410
6000.0,4.0,QQQ,20260413
2987.285708960242,2.0,QQQ,20260414
0.0,0.0,QQQ,20260415
1000.0,2.0,QQQ,20260416
0.0,0.0,QQQ,20260417
-1969.9329199470014,4.0,QQQ,20260420
2000.0,4.0,QQQ,20260421
152.59660453991796,4.0,QQQ,20260422
-3000.0,2.0,QQQ,20260423
1945.3191506775456,2.0,QQQ,20260424
0.0,0.0,QQQ,20260427
0.0,0.0,QQQ,20260428
798.5529810346113,4.0,QQQ,20260429
-6000.0,4.0,QQQ,20260430
0.0,0.0,QQQ,20260501
-79.1139741907355,1.0,QQQ,20260504
0.0,0.0,QQQ,20260505
0.0,0.0,QQQ,20260506
3500.0,3.0,QQQ,20260507
10000.0,4.0,QQQ,20260508
0.0,0.0,QQQ,20260511
0.0,0.0,QQQ,20260512
0.0,0.0,QQQ,20260513
-582.5085641840635,4.0,QQQ,20260514
-2769.230769230769,4.0,QQQ,20260515
3500.0,3.0,QQQ,20260518
0.0,0.0,QQQ,20260519
0.0,0.0,QQQ,20260520
0.0,0.0,QQQ,20260521
0.0,0.0,QQQ,20260522
0.0,0.0,QQQ,20260525
239.6835375377059,3.0,QQQ,20260526
-500.0,3.0,QQQ,20260527
0.0,0.0,SPXW,20260102
0.0,0.0,SPXW,20260105
10000.0,4.0,SPXW,20260106
3214.2856461661204,4.0,SPXW,20260107
0.0,0.0,SPXW,20260108
0.0,0.0,SPXW,20260109
0.0,0.0,SPXW,20260112
-3345.0126412123814,4.0,SPXW,20260113
-2498.8900765551343,4.0,SPXW,20260114
2000.0,4.0,SPXW,20260115
0.0,0.0,SPXW,20260116
0.0,0.0,SPXW,20260119
0.0,0.0,SPXW,20260120
0.0,0.0,SPXW,20260121
2000.0,4.0,SPXW,20260122
1263.902520428527,4.0,SPXW,20260123
0.0,0.0,SPXW,20260126
0.0,0.0,SPXW,20260127
0.0,0.0,SPXW,20260128
2000.0,4.0,SPXW,20260129
3033.793687975084,4.0,SPXW,20260130
0.0,0.0,SPXW,20260202
0.0,0.0,SPXW,20260203
0.0,0.0,SPXW,20260204
0.0,0.0,SPXW,20260205
3127.1750955074467,4.0,SPXW,20260206
2780.2262799868026,4.0,SPXW,20260209
0.0,0.0,SPXW,20260210
0.0,0.0,SPXW,20260211
0.0,0.0,SPXW,20260212
779.3783168383457,4.0,SPXW,20260213
0.0,0.0,SPXW,20260216
3346.8055217775827,4.0,SPXW,20260217
0.0,0.0,SPXW,20260218
0.0,0.0,SPXW,20260219
0.0,0.0,SPXW,20260220
-3564.6145017726335,4.0,SPXW,20260223
2431.7362015789845,4.0,SPXW,20260224
0.0,0.0,SPXW,20260225
0.0,0.0,SPXW,20260226
0.0,0.0,SPXW,20260227
0.0,0.0,SPXW,20260302
-2000.0,4.0,SPXW,20260303
1267.03469043062,4.0,SPXW,20260304
0.0,0.0,SPXW,20260305
0.0,0.0,SPXW,20260306
0.0,0.0,SPXW,20260309
4610.490686483901,4.0,SPXW,20260310
472.04733756334053,4.0,SPXW,20260311
0.0,0.0,SPXW,20260312
0.0,0.0,SPXW,20260313
0.0,0.0,SPXW,20260316
-3698.375450579728,4.0,SPXW,20260317
-5503.717415447552,4.0,SPXW,20260318
