ticker,trade_date,path,size_bytes,sha256,audit_rows_read,model_rows_used,original_invalid_open_rows,audit_first_clock,model_first_clock,last_clock
QQQ,20250102,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250102.parquet,14626,a997a3f9763834b2c019161decf8427b69c5a1ce1249fc8e7e875d76f775b4a2,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250103,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250103.parquet,13577,0f0fa16c1abaae258887fb34935f4a079af5393f8d2d05f802e4ac835db39eff,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250106,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250106.parquet,13466,960bff0b2924b753500fb68d7ea109bc568f62e2394b02f731cb6a37622886a0,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250107,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250107.parquet,14014,afcb8bfed8cc84774acba22aabdb6a8f878beb5a856f57440c0c9f70a0ee15b2,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250108,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250108.parquet,13086,7ef3a558eba5cd7823458061670d268cb39c0c097f66dcd5f347d9abff404554,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250110,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250110.parquet,14110,49f6aa9cab02ba028ceaffa1d38a159fd990dc9f53b1d3d47debb4fb6306650d,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250113,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250113.parquet,13438,f74812de6e16c0a6ce9363fe401ddb69072b40e7467354f0eed8325d44d9cd43,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250114,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250114.parquet,14157,e8f24d923978ddc110f4236304449561c17348d6420ecb92de508eb2f58be285,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250115,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250115.parquet,13274,de2abf34b7cf758d33feed58cfa87a582e8d570137c6357cc847c6011a8ae181,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250116,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250116.parquet,13007,fd80f4e214aefcdf099c016da72c13c430f8ce3c7bae796f8173e83805872ed8,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250117,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250117.parquet,12711,4ff869ae7cf0b0579140fc89f44ac70ab3491c0640915207e7314c4446d66da0,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250121,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250121.parquet,13043,2d11ee7686fc5b263fe4fcfd6d147acad8e59be56b044d7ff83ef811de8c6f70,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250122,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250122.parquet,12197,0de2b61d4f7fa81566d0f5c689014156eee8d0edf5eece72722e1832c5a687e8,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250123,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250123.parquet,12343,71586a9194169229246503596187f22849f576e6c769ad2468ceae4a28fbf577,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250124,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250124.parquet,13140,3ad439f2d7762fcb693194a1158c5c83e206b9dc7b0d38774d2a58c710ce1dcc,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250127,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250127.parquet,13940,11bf2eb694483b0f804430c02297d5abb92b4a193f77260d7271aa830518bab0,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250128,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250128.parquet,13974,efb898c0d9f5aefb7361baf7e90eb7687ee283a519601f060d2b86fa2ca306e9,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250129,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250129.parquet,12964,6d7de617330022461d4794e707fe81f12d8a3ad69e163f9ccb0a9df13ac6d50f,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250130,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250130.parquet,13606,19840ef167974c8d4774f8faf5098964fe623adc7efa205370ef4f555e9ac943,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250131,D:\ThetaData\data_underlying_derived\QQQ\2025\01\QQQ_20250131.parquet,13934,aada354a8030566c94219abc4506eaac269416a3e8ec05e0973b802151b9fdbf,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250203,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250203.parquet,13909,65b9b5412f9e1004ed8b3937ca6517261bb5fca272a54780447ab4aebb05af16,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250204,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250204.parquet,12485,9603cabeff31c52def827d3c0eecfbb54a6fba0cb7e657d0de0c42b6e41a1872,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250205,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250205.parquet,12798,ac1ecac3b8aeef2603b08f188d40fb562788cd7023f94a6557ec21961445a27d,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250206,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250206.parquet,12363,e1e352a6a96e5257cdb3d6540ac178c33a1ccd2046b6b1e5d4524d70ecec146c,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250207,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250207.parquet,13818,1f0d681dd42a432c36c5112d04f66a65b9286d6046654688a59768380649ba86,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250210,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250210.parquet,11749,8f84b8f879bfe96d42c1b8ba41e95200cf3b7828b1173cc97f3b565ecb6d0259,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250211,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250211.parquet,12450,6d55366582a16b9ca997b578b6157669a0f14723556432eb0236e00d2c86101f,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250212,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250212.parquet,13167,162d530e0af30aa8677b62420d41240cd3bc62f2e333d86b54d0ce981f63c546,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250213,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250213.parquet,13528,2fb5a218522a59f9cfe9a40609fbb610b10330b4f0486bab92aeb781abf344fa,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250214,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250214.parquet,12482,b4003b6d06cd9be51c1962146f91cdce96b0d4b5b040a5b96336db8a40263dd6,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250218,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250218.parquet,12100,2ad490cadc2fcd4296fd6581dba28985cbe14cbe744ae039737aa23ce5845639,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250219,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250219.parquet,12888,f591b8ee111dae4a19aafbad7ca9f8513f3f6e162f53adf89738c13cec6c5245,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250220,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250220.parquet,12848,858d7a0dea13d312e6230d17eb0f6097b1eeef275d86a908f6df7ed26d1112c1,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250221,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250221.parquet,14284,3944c9eface8ed0cc1b6f663f411e00bbde827c50b5e501f8153d6257a1fc596,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250224,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250224.parquet,13769,c8a7f11919231cd54afda4634621186c4ab863e18b39a610f1564ef1f2e1c68a,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250225,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250225.parquet,13937,d4a7b1dbd116a84919db61509bde7d5824592abd1ec6079b1cbee6fd62924f56,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250226,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250226.parquet,14227,369e4975e62ad957ffa54fbbf5aec16a216b10f53b72d8d83821ad4c02456f5c,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250227,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250227.parquet,14554,b09eef0e4518065de1ba6b3ac56841014c6eab12a9c60468e9be132a694c3745,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250228,D:\ThetaData\data_underlying_derived\QQQ\2025\02\QQQ_20250228.parquet,14080,54c8d020f7f3f1dbe09d4701742ea184c5d84bd4b40b18de860d10eedb897b90,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250303,D:\ThetaData\data_underlying_derived\QQQ\2025\03\QQQ_20250303.parquet,14771,d79f141297700a6b4a08f92f9573d4fb08fb44326fea7339a93d842c094afbdc,66,36,0,09:30:00,10:00:00,10:35:00
QQQ,20250304,D:\ThetaData\data_underlying_derived\QQQ\2025\03\QQQ_20250304.parquet,14973,dd1b31ff40f4d7293a6ae4f16411d09175da94d32252c339713c56576eb69d5d,66,36,0,09:30:00,10:00:00,10:35:00
